postcode,offence_division,offence_subdivision,offence_subgroup,offence_count
3153,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,2
3153,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,27
3153,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3
3153,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,57
3153,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,98
3153,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1
3153,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,100
3153,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,319
3153,B Property and deception offences,B40 Theft,B43 Steal from a retail store,195
3153,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,20
3153,B Property and deception offences,B40 Theft,B49 Other theft,192
3154,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,4
3154,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,4
3154,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,11
3154,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,9
3154,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,8
3154,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,45
3154,B Property and deception offences,B40 Theft,B43 Steal from a retail store,3
3154,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2
3154,B Property and deception offences,B40 Theft,B49 Other theft,22
3155,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,10
3155,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,3
3155,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,19
3155,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
3155,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,70
3155,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,66
3155,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,87
3155,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,228
3155,B Property and deception offences,B40 Theft,B43 Steal from a retail store,168
3155,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,11
3155,B Property and deception offences,B40 Theft,B49 Other theft,116
3156,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,19
3156,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,55
3156,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,6
3156,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,76
3156,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,63
3156,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1
3156,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,137
3156,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,330
3156,B Property and deception offences,B40 Theft,B43 Steal from a retail store,111
3156,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,5
3156,B Property and deception offences,B40 Theft,B49 Other theft,185
3158,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3
3158,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,5
3158,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
3158,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,12
3158,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,6
3158,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,23
3158,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,38
3158,B Property and deception offences,B40 Theft,B43 Steal from a retail store,3
3158,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
3158,B Property and deception offences,B40 Theft,B49 Other theft,27
3159,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3159,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2
3159,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,3
3159,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,7
3159,B Property and deception offences,B40 Theft,B49 Other theft,2
3160,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,4
3160,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
3160,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2
3160,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,8
3160,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,9
3160,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,15
3160,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,30
3160,B Property and deception offences,B40 Theft,B43 Steal from a retail store,15
3160,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2
3160,B Property and deception offences,B40 Theft,B49 Other theft,30
3161,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2
3161,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,23
3161,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2
3161,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,96
3161,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,19
3161,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,59
3161,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,143
3161,B Property and deception offences,B40 Theft,B43 Steal from a retail store,59
3161,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,24
3161,B Property and deception offences,B40 Theft,B49 Other theft,76
3162,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,4
3162,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,40
3162,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,6
3162,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,46
3162,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,28
3162,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,68
3162,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,173
3162,B Property and deception offences,B40 Theft,B43 Steal from a retail store,48
3162,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,11
3162,B Property and deception offences,B40 Theft,B49 Other theft,84
3163,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,13
3163,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,2
3163,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,52
3163,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3
3163,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,154
3163,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,63
3163,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1
3163,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,146
3163,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,400
3163,B Property and deception offences,B40 Theft,B43 Steal from a retail store,148
3163,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,73
3163,B Property and deception offences,B40 Theft,B49 Other theft,210
3165,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,12
3165,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,46
3165,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3
3165,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,62
3165,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,49
3165,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,102
3165,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,244
3165,B Property and deception offences,B40 Theft,B43 Steal from a retail store,49
3165,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,13
3165,B Property and deception offences,B40 Theft,B49 Other theft,104
3166,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,28
3166,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,3
3166,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,19
3166,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3
3166,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,118
3166,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,82
3166,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,186
3166,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,470
3166,B Property and deception offences,B40 Theft,B43 Steal from a retail store,335
3166,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,37
3166,B Property and deception offences,B40 Theft,B49 Other theft,278
3167,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3167,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,9
3167,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
3167,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,25
3167,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,29
3167,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,53
3167,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,128
3167,B Property and deception offences,B40 Theft,B43 Steal from a retail store,96
3167,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,11
3167,B Property and deception offences,B40 Theft,B49 Other theft,54
3168,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,16
3168,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,3
